day;var
1.3564460848932285; 0.22014236751911653
3.6125757975217496; 0.5744133930925273
4.76733456366992; 9.572567888215133
4.6566042710255715; 14.463155813340357
6.335354600580018; 0.3183495913524865
6.79211705773794; 0.14467440021090283
13.117585025046132; 0.7698391774321038
16.227919852359598; 3.3967176377537527
16.71631953598733; 1.825731610862121
19.124703401001845; 15.455444239388342
27.154626944371195; 0.8004877405747379
29.883337727392565; 0.28242815713156233
32.59820722383338; 0.3756920643290158
33.4919588716056; 0.9016609543896692
34.381755866069064; 1.6022936989190697
42.55404692855257; 0.6594384392301578
58.301476403901894; 5.147969944634838
61.08357500659107; 2.271948325863434
64.28882151331396; 0.7068942789348682
73.3449775902979; 0.7266675454785059
76.51463221724228; 0.7335881887687776
83.31663590825201; 0.3117585025046026
87.8466912733983; 0.23431320854204785
95.08766148167675; 0.4247956762457079
107.54679673081989; 10.146322172422877
110.02834168204583; 0.544753493277085
113.64882678618503; 0.6399947271289079
115.29198523596094; 8.067163195359868
123.15779066701813; 0.6607566569997232
126.76245715792243; 1.4546533087265914
127.5830477194832; 5.211903506459265
129.92024782494065; 1.9855655154231329
130.847614025837; 1.0268916424993364
134.50566833640914; 19.462826258897962
