% Matthews et al. 2007 Fig. 3 karri_PMC data digitized
day;fm
68.05226968431634; 40.41924351658861
68.6334610508944; 26.61833768028464
68.65958959068485; 16.159838726210296
70.02059082504235; 19.490238428291377
70.11173783011705; 10.735435815081928
71.65579746986316; 17.328846816836517
72.43117958235501; 12.214797423394089
73.50224039108505; 23.18592945647299
73.8458422826753; 39.530257102949804
74.99503968120158; 26.36116598551132
75.12227141671528; 12.88481907950927
74.77857543504834; 47.81836197765392
76.60634420890639; 21.86310927145314
76.61588970851014; 11.852691675700385
77.99000982608538; 16.73038398702124
78.24186873382925; 9.640990096110272
79.6027443316747; 11.684289560395541
81.14474857007178; 14.193356671232664
82.71226530153535; 16.716264756719852
84.22127085950834; 17.636808370801077
83.8867550504857; 9.003314313048804
85.61182922183698; 17.946913206078875
85.55649691235246; 9.892825822029295
87.15025923798757; 14.187184781369183
